token,count,frequency,length_glyphs,contains_unknown
B1A3B2B1A3B2,2,7.277225921478732e-05,6,False
B1A3B2B1A3C1,2,7.277225921478732e-05,6,False
B1A3B2Q1J1B1A2,2,7.277225921478732e-05,7,False
B1A3C1A1B1A2,2,7.277225921478732e-05,6,False
B1A3C1A1B2,2,7.277225921478732e-05,5,False
B1A3C1A1B3,2,7.277225921478732e-05,5,False
B1A3C1A3B2A2,2,7.277225921478732e-05,6,False
B1A3C1A3G1,2,7.277225921478732e-05,5,False
B1A3C1B1A2,2,7.277225921478732e-05,5,False
B1A3C2,2,7.277225921478732e-05,3,False
B1A3E1B2,2,7.277225921478732e-05,4,False
B1A3E1B4,2,7.277225921478732e-05,4,False
B1A3E1C2,2,7.277225921478732e-05,4,False
B1A3F3A1B1A2,2,7.277225921478732e-05,6,False
B1A3F3A3B3,2,7.277225921478732e-05,5,False
B1A3F3A3C1,2,7.277225921478732e-05,5,False
B1A3G1A1B1A2,2,7.277225921478732e-05,6,False
B1A3G1A2,2,7.277225921478732e-05,4,False
B1A3Q1A2,2,7.277225921478732e-05,4,False
B1A3Z1,2,7.277225921478732e-05,3,True
B1A4,2,7.277225921478732e-05,2,False
B1B2A3C1,2,7.277225921478732e-05,4,False
B1B2K1B1,2,7.277225921478732e-05,4,False
B1B4,2,7.277225921478732e-05,2,False
B1K1A1Q1K1A2,2,7.277225921478732e-05,6,False
B1K1A3B2,2,7.277225921478732e-05,4,False
B1K1J1A1B1A2,2,7.277225921478732e-05,6,False
B1K1J1A1C1,2,7.277225921478732e-05,5,False
B1K1J1A1C2,2,7.277225921478732e-05,5,False
B1K1K2A1B1A2,2,7.277225921478732e-05,6,False
B1K1K2A1C2,2,7.277225921478732e-05,5,False
B1L1A1B1A2,2,7.277225921478732e-05,5,False
B1L1A1B2,2,7.277225921478732e-05,4,False
B1L1B1A2,2,7.277225921478732e-05,4,False
B1L1J1,2,7.277225921478732e-05,3,False
B1L1J1A1C1,2,7.277225921478732e-05,5,False
B1L1K2C2,2,7.277225921478732e-05,4,False
B1M1B1A2,2,7.277225921478732e-05,4,False
B1Q1L1J1A2,2,7.277225921478732e-05,5,False
B2A1B1,2,7.277225921478732e-05,3,False
B2A1B1A2,2,7.277225921478732e-05,4,False
B2A1B1A3G1,2,7.277225921478732e-05,5,False
B2A1B2B1A2,2,7.277225921478732e-05,5,False
B2A1G1,2,7.277225921478732e-05,3,False
B2A1Q1A3B3,2,7.277225921478732e-05,5,False
B2A1Q1K2A2,2,7.277225921478732e-05,5,False
B2B1,2,7.277225921478732e-05,2,False
B2B1A1B2,2,7.277225921478732e-05,4,False
B2B1A3F1,2,7.277225921478732e-05,4,False
B2B1A3G1,2,7.277225921478732e-05,4,False
B2B2B1A2,2,7.277225921478732e-05,4,False
B2K1A1B1A2,2,7.277225921478732e-05,5,False
B2K1A1B2,2,7.277225921478732e-05,4,False
B2K1A3C1,2,7.277225921478732e-05,4,False
B2K1B2,2,7.277225921478732e-05,3,False
B2K1C2,2,7.277225921478732e-05,3,False
B2K1J1A1,2,7.277225921478732e-05,4,False
B2K1J1A1B1,2,7.277225921478732e-05,5,False
B2K1J1A1C1,2,7.277225921478732e-05,5,False
B2K1J1A3B2,2,7.277225921478732e-05,5,False
B2K1J1B1A3B3,2,7.277225921478732e-05,6,False
B2K1J1B1A3C1,2,7.277225921478732e-05,6,False
B2L1A1,2,7.277225921478732e-05,3,False
B2L1B1A2,2,7.277225921478732e-05,4,False
B2L1J1A1B1A2,2,7.277225921478732e-05,6,False
B2L1J1B1,2,7.277225921478732e-05,4,False
B2P2K1A2,2,7.277225921478732e-05,4,False
B2Q1A3H1,2,7.277225921478732e-05,4,False
B2Q1J1A1,2,7.277225921478732e-05,4,False
B2Q1J1B1A3F1,2,7.277225921478732e-05,6,False
B2Q1K2A1B1A2,2,7.277225921478732e-05,6,False
B2Q1K2A1B2,2,7.277225921478732e-05,5,False
B2Q1L1J1B1A2,2,7.277225921478732e-05,6,False
B2Q2A2,2,7.277225921478732e-05,3,False
B2Q2K2A2,2,7.277225921478732e-05,4,False
C1A1B1A3B3,2,7.277225921478732e-05,5,False
C1A3B2A2,2,7.277225921478732e-05,4,False
C1A3B4,2,7.277225921478732e-05,3,False
C1A3F3,2,7.277225921478732e-05,3,False
C1B2,2,7.277225921478732e-05,2,False
C1K1J1C2,2,7.277225921478732e-05,4,False
C1K1J1Q1A2,2,7.277225921478732e-05,5,False
C2A1B1A3B2,2,7.277225921478732e-05,5,False
C2A1B1A3G1,2,7.277225921478732e-05,5,False
C2A1B2A3G1,2,7.277225921478732e-05,5,False
C2A1B2C2,2,7.277225921478732e-05,4,False
C2A1B2K1J1A2,2,7.277225921478732e-05,6,False
C2A1B2L1J1B1A2,2,7.277225921478732e-05,7,False
C2A1B2Q1A3F1,2,7.277225921478732e-05,6,False
C2A1C1A3F1,2,7.277225921478732e-05,5,False
C2A1C2,2,7.277225921478732e-05,3,False
C2A1F1,2,7.277225921478732e-05,3,False
C2A1L1A2,2,7.277225921478732e-05,4,False
C2A1Q1K2A2,2,7.277225921478732e-05,5,False
C2A1Q2J1A2,2,7.277225921478732e-05,5,False
C2A3B2B1A2,2,7.277225921478732e-05,5,False
C2A3B2B1A3B2,2,7.277225921478732e-05,6,False
C2A3B2K1J1B1A2,2,7.277225921478732e-05,7,False
C2A3C1A1B2,2,7.277225921478732e-05,5,False
C2A3C1A3C1,2,7.277225921478732e-05,5,False
C2A3C1A3G1,2,7.277225921478732e-05,5,False
C2A3E1B3,2,7.277225921478732e-05,4,False
C2A3F3A2,2,7.277225921478732e-05,4,False
C2K1A1B2,2,7.277225921478732e-05,4,False
C2K1J1A1C1,2,7.277225921478732e-05,5,False
C2K1J1A3G1,2,7.277225921478732e-05,5,False
C2L1J1B1A2,2,7.277225921478732e-05,5,False
C2Q1A3G1,2,7.277225921478732e-05,4,False
C2Z1,2,7.277225921478732e-05,2,True
Cg,2,7.277225921478732e-05,1,False
D1A1A1C2,2,7.277225921478732e-05,4,False
D1A1A3F3,2,7.277225921478732e-05,4,False
D1A1A3U4A2,2,7.277225921478732e-05,5,False
D1A1B1A3B3,2,7.277225921478732e-05,5,False
D1A1B2A3C1,2,7.277225921478732e-05,5,False
D1A1B2A3G1,2,7.277225921478732e-05,5,False
D1A1B2K1A2,2,7.277225921478732e-05,5,False
D1A1B2K1K2A2,2,7.277225921478732e-05,6,False
D1A1B2K1K2B1A2,2,7.277225921478732e-05,7,False
D1A1B2L1A2,2,7.277225921478732e-05,5,False
D1A1B2L1J1B1A2,2,7.277225921478732e-05,7,False
D1A1B2L1K2B1A2,2,7.277225921478732e-05,7,False
D1A1B2Q1A3G1,2,7.277225921478732e-05,6,False
D1A1C1A3F1,2,7.277225921478732e-05,5,False
D1A1C2A3G1,2,7.277225921478732e-05,5,False
D1A1G1,2,7.277225921478732e-05,3,False
D1A1J1A1B2,2,7.277225921478732e-05,5,False
D1A1J1Q1,2,7.277225921478732e-05,4,False
D1A1J1Q1A1B2,2,7.277225921478732e-05,6,False
D1A1K1J1A1B2,2,7.277225921478732e-05,6,False
D1A1K2A1B1A2,2,7.277225921478732e-05,6,False
D1A1M1A1,2,7.277225921478732e-05,4,False
D1A1M1C2,2,7.277225921478732e-05,4,False
D1A1P1A3B2,2,7.277225921478732e-05,5,False
D1A1P1K1A1C1,2,7.277225921478732e-05,6,False
D1A1P1K1J1A1,2,7.277225921478732e-05,6,False
D1A1P1K1K2B1A2,2,7.277225921478732e-05,7,False
D1A1P2A1B2,2,7.277225921478732e-05,5,False
D1A1P2K1A1B2,2,7.277225921478732e-05,6,False
D1A1P2K1B1A2,2,7.277225921478732e-05,6,False
D1A1Q1A1A3G1,2,7.277225921478732e-05,6,False
D1A1Q1A1B2B1A2,2,7.277225921478732e-05,7,False
D1A1Q1A1B2K1J1A2,2,7.277225921478732e-05,8,False
D1A1Q1A1B3,2,7.277225921478732e-05,5,False
D1A1Q1A1C1A3C1,2,7.277225921478732e-05,7,False
D1A1Q1A1H1,2,7.277225921478732e-05,5,False
D1A1Q1A3,2,7.277225921478732e-05,4,False
D1A1Q1A3B1A2,2,7.277225921478732e-05,6,False
D1A1Q1A3B2K1B1A2,2,7.277225921478732e-05,8,False
D1A1Q1A3G3,2,7.277225921478732e-05,5,False
D1A1Q1A3H1,2,7.277225921478732e-05,5,False
D1A1Q1J1A1A2,2,7.277225921478732e-05,6,False
D1A1Q1J1A1B1A3B2,2,7.277225921478732e-05,8,False
D1A1Q1J1A1B3,2,7.277225921478732e-05,6,False
D1A1Q1J1A1C2,2,7.277225921478732e-05,6,False
D1A1Q1J1A1K1A2,2,7.277225921478732e-05,7,False
D1A1Q1J1A3F1,2,7.277225921478732e-05,6,False
D1A1Q1J1K1B1A2,2,7.277225921478732e-05,7,False
D1A1Q1K1A1B1A2,2,7.277225921478732e-05,7,False
D1A1Q1K1J1A1B1A2,2,7.277225921478732e-05,8,False
D1A1Q1K1K2B1A2,2,7.277225921478732e-05,7,False
D1A1Q1K2A1B1,2,7.277225921478732e-05,6,False
D1A1Q1K2A3B2,2,7.277225921478732e-05,6,False
D1A1Q1K2A3C1,2,7.277225921478732e-05,6,False
D1A1Q1K2B1A3F1,2,7.277225921478732e-05,7,False
D1A1Q1K2B1A3G1,2,7.277225921478732e-05,7,False
D1A1Q1M1C2,2,7.277225921478732e-05,5,False
D1A1Q2A1G1,2,7.277225921478732e-05,5,False
D1A1Q2A3B2A2,2,7.277225921478732e-05,6,False
D1A1Q2A3C2,2,7.277225921478732e-05,5,False
D1A1Q2B2,2,7.277225921478732e-05,4,False
D1A1Q2J1B1A1C1,2,7.277225921478732e-05,7,False
D1A1Q2J1B1A3B2,2,7.277225921478732e-05,7,False
D1A1Q2J1K1A2,2,7.277225921478732e-05,6,False
D1A1Q2K1A1G1,2,7.277225921478732e-05,6,False
D1A1Q2K1A3C1,2,7.277225921478732e-05,6,False
D1A1Q2K1J1A3G1,2,7.277225921478732e-05,7,False
D1A1Q2K1J1B1A3C1,2,7.277225921478732e-05,8,False
D1A1Q2K2B1A3C1,2,7.277225921478732e-05,7,False
D1A1Q2L1J1A1B1,2,7.277225921478732e-05,7,False
D1A1Q2L1J1A2,2,7.277225921478732e-05,6,False
D1A1T1A2,2,7.277225921478732e-05,4,False
D1A1T1B1A2,2,7.277225921478732e-05,5,False
D1A1U1J1A1B2,2,7.277225921478732e-05,6,False
D1A1U2A1B2,2,7.277225921478732e-05,5,False
D1A1U2J1B1A2,2,7.277225921478732e-05,6,False
D1A2,2,7.277225921478732e-05,2,False
D1A3C1,2,7.277225921478732e-05,3,False
D1A3G1,2,7.277225921478732e-05,3,False
D1J1Q1A1C1,2,7.277225921478732e-05,5,False
D1J1Q1K1B1A2,2,7.277225921478732e-05,6,False
D1J1Q2A2,2,7.277225921478732e-05,4,False
D1K2B1A3C1,2,7.277225921478732e-05,5,False
D1M1A2,2,7.277225921478732e-05,3,False
D1U1A2,2,7.277225921478732e-05,3,False
D1U2A2,2,7.277225921478732e-05,3,False
D1V1J1B1A2,2,7.277225921478732e-05,5,False
D1W2A2,2,7.277225921478732e-05,3,False
E2,2,7.277225921478732e-05,1,False
J1,2,7.277225921478732e-05,1,False
J1C2,2,7.277225921478732e-05,2,False
J1Q2A3G1,2,7.277225921478732e-05,4,False
K1A1A1B2,2,7.277225921478732e-05,4,False
K1A1A1C1,2,7.277225921478732e-05,4,False
K1A1B1A3B2A2,2,7.277225921478732e-05,6,False
K1A1B1A3F3,2,7.277225921478732e-05,5,False
K1A1B2C2,2,7.277225921478732e-05,4,False
K1A1B2Q1A3B2,2,7.277225921478732e-05,6,False
K1A1C1A1C1,2,7.277225921478732e-05,5,False
K1A1C1A3F1,2,7.277225921478732e-05,5,False
K1A1C1B1A2,2,7.277225921478732e-05,5,False
K1A1J1Q2A2,2,7.277225921478732e-05,5,False
K1A1K2C2,2,7.277225921478732e-05,4,False
K1A1P1A2,2,7.277225921478732e-05,4,False
K1A1P1K1J1B1A2,2,7.277225921478732e-05,7,False
K1A1Q1A1B1A2,2,7.277225921478732e-05,6,False
K1A1Q1A1B2,2,7.277225921478732e-05,5,False
K1A1Q1A1C1,2,7.277225921478732e-05,5,False
K1A1Q1A3B3,2,7.277225921478732e-05,5,False
K1A1Q1K1J1A2,2,7.277225921478732e-05,6,False
K1A1Q1K1J1B1A2,2,7.277225921478732e-05,7,False
K1A1Q1L1A1C1,2,7.277225921478732e-05,6,False
K1A1Q1M1A2,2,7.277225921478732e-05,5,False
K1A1Q2A1,2,7.277225921478732e-05,4,False
K1A1Q2A1C1,2,7.277225921478732e-05,5,False
K1A1Q2J1B1A2,2,7.277225921478732e-05,6,False
K1A1Q2K1B1A2,2,7.277225921478732e-05,6,False
K1A1T1A2,2,7.277225921478732e-05,4,False
K1A1T2A2,2,7.277225921478732e-05,4,False
K1A1U1A3C1,2,7.277225921478732e-05,5,False
K1A1W2A2,2,7.277225921478732e-05,4,False
K1A2Q1A3C1,2,7.277225921478732e-05,5,False
K1A3,2,7.277225921478732e-05,2,False
K1A3C1A2,2,7.277225921478732e-05,4,False
K1A3C2,2,7.277225921478732e-05,3,False
K1B1A3B2A2,2,7.277225921478732e-05,5,False
K1B1A3F3,2,7.277225921478732e-05,4,False
K1B1J1B1A2,2,7.277225921478732e-05,5,False
K1B2A1B2,2,7.277225921478732e-05,4,False
K1C2B1A2,2,7.277225921478732e-05,4,False
K1C2Q1A2,2,7.277225921478732e-05,4,False
K1J1,2,7.277225921478732e-05,2,False
K1J1A1A2,2,7.277225921478732e-05,4,False
K1J1A1A3B2,2,7.277225921478732e-05,5,False
K1J1A1B1A3B3,2,7.277225921478732e-05,6,False
K1J1A1B2A2,2,7.277225921478732e-05,5,False
K1J1A1B2Q1K2B1A2,2,7.277225921478732e-05,8,False
K1J1A1C1A1B2,2,7.277225921478732e-05,6,False
K1J1A1C1A3G1,2,7.277225921478732e-05,6,False
K1J1A1Q1,2,7.277225921478732e-05,4,False
K1J1A1Q1A1C1,2,7.277225921478732e-05,6,False
K1J1A1Q1A3B2,2,7.277225921478732e-05,6,False
K1J1A1Q1A3F1,2,7.277225921478732e-05,6,False
K1J1A1Q1A3G1,2,7.277225921478732e-05,6,False
K1J1A1Q1J1A2,2,7.277225921478732e-05,6,False
K1J1A1Q2,2,7.277225921478732e-05,4,False
K1J1A1Q2K2A2,2,7.277225921478732e-05,6,False
K1J1A1T1J1A2,2,7.277225921478732e-05,6,False
K1J1A3B2A2,2,7.277225921478732e-05,5,False
K1J1A3C2,2,7.277225921478732e-05,4,False
K1J1A3E2,2,7.277225921478732e-05,4,False
K1J1A3F1,2,7.277225921478732e-05,4,False
K1J1A3G1,2,7.277225921478732e-05,4,False
K1J1B1A1C1,2,7.277225921478732e-05,5,False
K1J1B4,2,7.277225921478732e-05,3,False
K1J1C2A2,2,7.277225921478732e-05,4,False
K1J1K1J1A2,2,7.277225921478732e-05,5,False
K1J1P1,2,7.277225921478732e-05,3,False
K1J1P1K1A2,2,7.277225921478732e-05,5,False
K1J1P1K1J1A2,2,7.277225921478732e-05,6,False
K1J1P1K1J1B1A2,2,7.277225921478732e-05,7,False
K1J1P2A3G1,2,7.277225921478732e-05,5,False
K1J1P2K1A2,2,7.277225921478732e-05,5,False
K1J1Q1J1A2,2,7.277225921478732e-05,5,False
K1J1Q1K2B1A2,2,7.277225921478732e-05,6,False
K1J1Q2A1B1A2,2,7.277225921478732e-05,6,False
K1J1Q2K2A2,2,7.277225921478732e-05,5,False
K1J1T1J1A2,2,7.277225921478732e-05,5,False
K1J1U1J1B1,2,7.277225921478732e-05,5,False
K1J1U2J1A2,2,7.277225921478732e-05,5,False
K1J1U2J1B1A2,2,7.277225921478732e-05,6,False
K1K1A2,2,7.277225921478732e-05,3,False
K1K2A3G1,2,7.277225921478732e-05,4,False
K1K2B1A3F1,2,7.277225921478732e-05,5,False
K1K2C2A2,2,7.277225921478732e-05,4,False
K1P1A1C1,2,7.277225921478732e-05,4,False
K1P1A3C1,2,7.277225921478732e-05,4,False
K1Q1,2,7.277225921478732e-05,2,False
K1Q1A1B2,2,7.277225921478732e-05,4,False
K1Q1A1B2B1A2,2,7.277225921478732e-05,6,False
K1Q1A3B3,2,7.277225921478732e-05,4,False
K1Q1K2B1A2,2,7.277225921478732e-05,5,False
K1Q2A3F1,2,7.277225921478732e-05,4,False
K1Q2B2,2,7.277225921478732e-05,3,False
K1Q2J1B1A2,2,7.277225921478732e-05,5,False
K1T2A2,2,7.277225921478732e-05,3,False
K1U1A3G1,2,7.277225921478732e-05,4,False
K1U1J1A1B1A2,2,7.277225921478732e-05,6,False
K1U2,2,7.277225921478732e-05,2,False
K1U2A3B3,2,7.277225921478732e-05,4,False
K1V1A2,2,7.277225921478732e-05,3,False
K1V2A2,2,7.277225921478732e-05,3,False
K1W1A2,2,7.277225921478732e-05,3,False
K1WaA2,2,7.277225921478732e-05,3,False
K2A1B1A2,2,7.277225921478732e-05,4,False
K2U1A2,2,7.277225921478732e-05,3,False
L1A1A3G1,2,7.277225921478732e-05,4,False
L1A1B2Q1K2B1A2,2,7.277225921478732e-05,7,False
L1A1B3,2,7.277225921478732e-05,3,False
L1A1L1A2,2,7.277225921478732e-05,4,False
L1A1Q1A1B2,2,7.277225921478732e-05,5,False
L1A1Q1J1A2,2,7.277225921478732e-05,5,False
L1A1Q2A1B2,2,7.277225921478732e-05,5,False
L1A1Q2A3G1,2,7.277225921478732e-05,5,False
L1A1U1A2,2,7.277225921478732e-05,4,False
L1A1U1J1A2,2,7.277225921478732e-05,5,False
L1A2Q2K1A2,2,7.277225921478732e-05,5,False
L1A3C1A3B3,2,7.277225921478732e-05,5,False
L1B2,2,7.277225921478732e-05,2,False
L1C2,2,7.277225921478732e-05,2,False
L1C2B1A2,2,7.277225921478732e-05,4,False
L1J1A1B1A3B2,2,7.277225921478732e-05,6,False
L1J1A1B1A3G1,2,7.277225921478732e-05,6,False
L1J1A1B2A2,2,7.277225921478732e-05,5,False
L1J1A1Q1J1A2,2,7.277225921478732e-05,6,False
L1J1A1U1A2,2,7.277225921478732e-05,5,False
L1J1A1U1J1A2,2,7.277225921478732e-05,6,False
L1J1A2C1,2,7.277225921478732e-05,4,False
L1J1A2Q1A2,2,7.277225921478732e-05,5,False
L1J1A3B3,2,7.277225921478732e-05,4,False
L1J1A3F1,2,7.277225921478732e-05,4,False
L1J1C2J1,2,7.277225921478732e-05,4,False
L1J1K1A2,2,7.277225921478732e-05,4,False
L1J1P1K1A2,2,7.277225921478732e-05,5,False
L1J1Q1A3F1,2,7.277225921478732e-05,5,False
L1J1Q1J1A2,2,7.277225921478732e-05,5,False
L1J1Q1L1J1A2,2,7.277225921478732e-05,6,False
L1J1U1A3B2,2,7.277225921478732e-05,5,False
L1J1U1B1A2,2,7.277225921478732e-05,5,False
L1K1A2,2,7.277225921478732e-05,3,False
L1K1J1A2,2,7.277225921478732e-05,4,False
L1K2A1C2,2,7.277225921478732e-05,4,False
L1K2A3C1,2,7.277225921478732e-05,4,False
L1K2U1A2,2,7.277225921478732e-05,4,False
L1M1C2,2,7.277225921478732e-05,3,False
L1Q1A3F1,2,7.277225921478732e-05,4,False
L1Q1J1A1B1A2,2,7.277225921478732e-05,6,False
L1Q1K2A2,2,7.277225921478732e-05,4,False
L1U1B1A2,2,7.277225921478732e-05,4,False
Lp,2,7.277225921478732e-05,1,False
M1A2,2,7.277225921478732e-05,2,False
P1A1A3C1,2,7.277225921478732e-05,4,False
P1A1B1A3G1,2,7.277225921478732e-05,5,False
P1A1B2A1C1,2,7.277225921478732e-05,5,False
P1A1B2A3C1,2,7.277225921478732e-05,5,False
P1A1B2K1B1A2,2,7.277225921478732e-05,6,False
P1A1B2K1J1B1,2,7.277225921478732e-05,6,False
P1A1B2L1A2,2,7.277225921478732e-05,5,False
P1A1B2Q1K2A2,2,7.277225921478732e-05,6,False
P1A1C1,2,7.277225921478732e-05,3,False
P1A1G1,2,7.277225921478732e-05,3,False
P1A2,2,7.277225921478732e-05,2,False
P1A2B1A3G1,2,7.277225921478732e-05,5,False
P1A3B2,2,7.277225921478732e-05,3,False
P1B1A3C1,2,7.277225921478732e-05,4,False
P1B1A3G1,2,7.277225921478732e-05,4,False
P1K1A1B1A3C1,2,7.277225921478732e-05,6,False
P1K1A1B2,2,7.277225921478732e-05,4,False
P1K1A1B2A2,2,7.277225921478732e-05,5,False
P1K1B1A1B2,2,7.277225921478732e-05,5,False
P1K1B1A3B3,2,7.277225921478732e-05,5,False
P1K1J1A1,2,7.277225921478732e-05,4,False
P1K1J1A1B1A3C1,2,7.277225921478732e-05,7,False
P1K1J1B1A3F1,2,7.277225921478732e-05,6,False
P1L1J1B1A2,2,7.277225921478732e-05,5,False
P2A1A3C1,2,7.277225921478732e-05,4,False
P2A3C1,2,7.277225921478732e-05,3,False
P2K1A1,2,7.277225921478732e-05,3,False
P2K1A1B1A3G1,2,7.277225921478732e-05,6,False
P2K1A1B2B1A2,2,7.277225921478732e-05,6,False
P2K1B1A2,2,7.277225921478732e-05,4,False
P2L1J1B1A2,2,7.277225921478732e-05,5,False
Q1A1,2,7.277225921478732e-05,2,False
Q1A1B1A3G1,2,7.277225921478732e-05,5,False
Q1A1B2A2,2,7.277225921478732e-05,4,False
Q1A1B2B1A3B2,2,7.277225921478732e-05,6,False
Q1A1B3,2,7.277225921478732e-05,3,False
Q1A1C2,2,7.277225921478732e-05,3,False
Q1A1L1J1A2,2,7.277225921478732e-05,5,False
Q1A3B2A2,2,7.277225921478732e-05,4,False
Q1A3B2B1A2,2,7.277225921478732e-05,5,False
Q1A3B2K1B1A2,2,7.277225921478732e-05,6,False
Q1A3B2Q1A3B2,2,7.277225921478732e-05,6,False
Q1A3C2,2,7.277225921478732e-05,3,False
Q1A3G3,2,7.277225921478732e-05,3,False
Q1B2,2,7.277225921478732e-05,2,False
Q1J1A1A2,2,7.277225921478732e-05,4,False
Q1J1A1B1A3C1,2,7.277225921478732e-05,6,False
Q1J1A1B1A3G1,2,7.277225921478732e-05,6,False
Q1J1A1B2A2,2,7.277225921478732e-05,5,False
Q1J1A3B3,2,7.277225921478732e-05,4,False
Q1J1B1A2B1A2,2,7.277225921478732e-05,6,False
Q1J1K1J1A2,2,7.277225921478732e-05,5,False
Q1K1A1B1,2,7.277225921478732e-05,4,False
Q1K1A1B1A2,2,7.277225921478732e-05,5,False
Q1K1A1C2,2,7.277225921478732e-05,4,False
Q1K1B1A3B2,2,7.277225921478732e-05,5,False
Q1K1B1A3C1,2,7.277225921478732e-05,5,False
Q1K2A1B1,2,7.277225921478732e-05,4,False
Q1K2A1B1A3B2,2,7.277225921478732e-05,6,False
Q1K2A1B1A3G1,2,7.277225921478732e-05,6,False
Q1K2A1C1,2,7.277225921478732e-05,4,False
Q1K2A1C2,2,7.277225921478732e-05,4,False
Q1K2B1A3B2,2,7.277225921478732e-05,5,False
Q1K2C2,2,7.277225921478732e-05,3,False
Q1L1A1B2,2,7.277225921478732e-05,4,False
Q1L1B1,2,7.277225921478732e-05,3,False
Q1L1J1A1B1A2,2,7.277225921478732e-05,6,False
Q1L1J1A1B2,2,7.277225921478732e-05,5,False
Q2,2,7.277225921478732e-05,1,False
Q2A1,2,7.277225921478732e-05,2,False
Q2A1A3C1,2,7.277225921478732e-05,4,False
Q2A1B1,2,7.277225921478732e-05,3,False
Q2A1B2B1A2,2,7.277225921478732e-05,5,False
Q2A1B2K1B1,2,7.277225921478732e-05,5,False
Q2A1B2L1J1A2,2,7.277225921478732e-05,6,False
Q2A1B2Q1A3F1,2,7.277225921478732e-05,6,False
Q2A1C1A1C1,2,7.277225921478732e-05,5,False
Q2A1K2B1A2,2,7.277225921478732e-05,5,False
Q2A1K2C2,2,7.277225921478732e-05,4,False
Q2A3B2A2,2,7.277225921478732e-05,4,False
Q2A3C1A3G1,2,7.277225921478732e-05,5,False
Q2B1A3F1,2,7.277225921478732e-05,4,False
Q2J1A1,2,7.277225921478732e-05,3,False
Q2J1A1B1A3B2,2,7.277225921478732e-05,6,False
Q2J1A1B1A3C1,2,7.277225921478732e-05,6,False
Q2J1A1C1,2,7.277225921478732e-05,4,False
Q2J1B1A1,2,7.277225921478732e-05,4,False
Q2J1B1A3F3,2,7.277225921478732e-05,5,False
Q2J1B1A3G1,2,7.277225921478732e-05,5,False
Q2K1A1B1A3C1,2,7.277225921478732e-05,6,False
Q2K1A1B1A3G1,2,7.277225921478732e-05,6,False
Q2K1A1C2,2,7.277225921478732e-05,4,False
Q2K1A3B2,2,7.277225921478732e-05,4,False
Q2K1B1A1C1,2,7.277225921478732e-05,5,False
Q2K1J1B1,2,7.277225921478732e-05,4,False
Q2K1J1B1A1C1,2,7.277225921478732e-05,6,False
Q2K2A1B1A3G1,2,7.277225921478732e-05,6,False
Q2K2A1C2,2,7.277225921478732e-05,4,False
Q2K2B1A3B2,2,7.277225921478732e-05,5,False
Q2L1A2,2,7.277225921478732e-05,3,False
Q2L1J1B1,2,7.277225921478732e-05,4,False
Q2L1J1B1A3C1,2,7.277225921478732e-05,6,False
S1A2,2,7.277225921478732e-05,2,False
S2A2,2,7.277225921478732e-05,2,False
S2K1A2,2,7.277225921478732e-05,3,False
T1A1,2,7.277225921478732e-05,2,False
T1A1A2,2,7.277225921478732e-05,3,False
T1A1B1A3B2,2,7.277225921478732e-05,5,False
T1A1B2B1A2,2,7.277225921478732e-05,5,False
T1A3B2,2,7.277225921478732e-05,3,False
T1J1A1B1A3C1,2,7.277225921478732e-05,6,False
T2A3C1,2,7.277225921478732e-05,3,False
T2A3G1,2,7.277225921478732e-05,3,False
U1J1A1,2,7.277225921478732e-05,3,False
U1J1A1B2,2,7.277225921478732e-05,4,False
U1J1A1C2,2,7.277225921478732e-05,4,False
U1J1B1A2,2,7.277225921478732e-05,4,False
U2A1B2C2,2,7.277225921478732e-05,4,False
U2A1B4,2,7.277225921478732e-05,3,False
U2A1C2,2,7.277225921478732e-05,3,False
U2A1G1,2,7.277225921478732e-05,3,False
U2A3E2,2,7.277225921478732e-05,3,False
U5,2,7.277225921478732e-05,1,False
U6,2,7.277225921478732e-05,1,False
U7J1A2,2,7.277225921478732e-05,3,False
W1A2,2,7.277225921478732e-05,2,False
A1A1B2A3B2C2,1,3.638612960739366e-05,6,False
A1A1K2A1C1,1,3.638612960739366e-05,5,False
A1A1Q1A3C1,1,3.638612960739366e-05,5,False
A1A2B1A3C1,1,3.638612960739366e-05,5,False
A1A2B1K1A2,1,3.638612960739366e-05,5,False
A1A2B4A2,1,3.638612960739366e-05,4,False
A1A2C1,1,3.638612960739366e-05,3,False
A1A2K1J1A2,1,3.638612960739366e-05,5,False
A1A2Q1K1A1C1,1,3.638612960739366e-05,6,False
A1A2Q1K2A2,1,3.638612960739366e-05,5,False
A1A2Q1K2B1A2,1,3.638612960739366e-05,6,False
A1A2Q2A2,1,3.638612960739366e-05,4,False
A1A2Q2K2A2,1,3.638612960739366e-05,5,False
A1A2Q2K2B1A2,1,3.638612960739366e-05,6,False
A1A2Q2M1B1A3C1,1,3.638612960739366e-05,7,False
A1A3A1C1A3C1,1,3.638612960739366e-05,6,False
A1A3B2,1,3.638612960739366e-05,3,False
A1A3B2B1A3C1,1,3.638612960739366e-05,6,False
A1A3B2B1A3C1A2,1,3.638612960739366e-05,7,False
A1A3B2B2K1B1B3,1,3.638612960739366e-05,7,False
A1A3B2K1J1A1B2,1,3.638612960739366e-05,7,False
A1A3B3,1,3.638612960739366e-05,3,False
A1A3C1A1C1A1B2B1,1,3.638612960739366e-05,8,False
A1A3C1A3B2,1,3.638612960739366e-05,5,False
A1A3C1A3B3,1,3.638612960739366e-05,5,False
A1A3F2B2,1,3.638612960739366e-05,4,False
